'A Feed','D Feed','E Feed','A and C Feed','Recycle Flow','Reactor Feed Rate','Reactor Pressure','Reactor Level','Reactor Temperature','Purge Rate','Product Sep Temp','Product Sep Level','Product Sep Pressure','Product Sep Underflow','Stripper Level','Stripper Pressure','Stripper Underflow','Stripper Temp','Stripper Steam Flow','Compressor Work','Reactor Coolant Temp','Separator Coolant Temp','Component A to Reactor','Component B to Reactor','Component C to Reactor','Component D to Reactor','Component E to Reactor','Component F to Reactor','Component A in Purge','Component B in Purge','Component C in Purge','Component D in Purge','Component E in Purge','Component F in Purge','Component G in Purge','Component H in Purge','Component D in Product','Component E in Product','Component F in Product','Component G in Product','Component H in Product'
0.271952117,3659.549846,4416.444674,9.293081845,32.40467996,47.49789092,2799.112561,64.63832523,122.9021451,0.194539731,91.98326474,49.1796865,2704.337113,25.05199605,48.34717879,3331.596096,22.75703058,66.61220293,-0.289348308,272.9050631,102.4835555,92.48295993,32.14965173,14.8784917,18.85169488,5.998757763,16.66867028,4.054378413,32.62967616,21.70356227,13.29750116,0.895835585,16.13740118,5.396131414,6.675361126,3.264531098,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.271203518,3662.367536,4419.404827,9.20851825,32.56637865,47.46979144,2800.385546,64.96800153,122.9076254,0.19779071,92.0165189,50.03765506,2704.663964,25.18487256,50.69694461,3331.719555,22.86578976,66.61381099,0.035265019,273.050126,102.4817086,92.60032319,32.14965173,14.8784917,18.85169488,5.998757763,16.66867028,4.054378413,32.62967616,21.70356227,13.29750116,0.895835585,16.13740118,5.396131414,6.675361126,3.264531098,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.270756833,3670.097127,4467.828305,9.128301909,32.64822668,47.04787594,2799.961312,64.87603517,122.9101989,0.195919875,92.07391166,48.13562292,2704.858526,25.16799917,50.31870295,3331.885738,22.88233047,66.61348406,-1.192847607,272.9800957,102.4837686,92.33197482,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.269524488,3647.823699,4453.44025,9.187765808,32.48290633,47.60484014,2800.737534,65.07873626,122.9170667,0.195530748,92.03031049,48.53368019,2704.68268,25.40086272,48.03918985,3332.526116,22.85712539,66.63657781,-1.173548529,272.8345763,102.441164,92.32689764,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.273036153,3646.058546,4451.006258,9.139739004,32.74193616,47.53339702,2800.409835,64.78319498,122.9103445,0.197702752,92.0299676,50.76539325,2704.287223,25.48724216,49.66073307,3331.879119,22.9213402,66.63556091,-2.196537302,272.5295768,102.4742767,92.22212926,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.270996634,3631.906189,4449.219912,9.251882738,32.58721492,47.51745388,2799.226762,65.5985137,122.8971409,0.192768859,91.99849712,50.96393845,2704.777769,25.35241488,49.0718226,3331.744942,22.90735401,66.62551857,1.928161075,272.633635,102.4729519,92.07160464,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.267840669,3635.669909,4451.422468,9.210926848,32.38317905,47.58299921,2799.316449,64.9149555,122.8862021,0.198258569,91.93577546,49.5899591,2703.855153,25.23950707,50.51709601,3331.651912,22.89350835,66.62827656,2.17338176,272.7959369,102.4639838,92.20814971,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.272598515,3664.524863,4409.002555,9.287073559,32.14936561,47.46968494,2799.907384,64.65839625,122.9017566,0.194326553,91.95507285,49.83214707,2704.053094,25.37119711,49.54154108,3331.856615,22.74663454,66.62889278,0.127693751,272.8455982,102.4719723,92.21210871,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.271932628,3644.979808,4420.72476,9.32235641,32.26795166,47.65698347,2799.347004,64.87610387,122.900908,0.196930906,91.94660531,49.0135609,2704.532904,25.31313796,49.56403765,3331.473458,22.85263815,66.61188368,0.008382084,272.6102446,102.4824464,92.21343319,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.27245138,3637.553491,4410.110245,9.187814185,32.44596943,47.12084865,2799.737259,64.72631956,122.9124955,0.198508766,91.93561751,50.99626441,2704.390418,25.38431523,50.38872946,3331.981026,22.89824022,66.61690015,-0.17076802,272.9139618,102.4687121,92.26495699,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.272572708,3657.779376,4450.275645,9.162638754,32.47433965,47.58242495,2799.672078,65.13902365,122.8993232,0.197475183,91.96014633,48.77432046,2705.040165,25.12157249,47.95926548,3331.686116,23.0842045,66.6133787,0.929454901,272.9591492,102.474228,92.38572249,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.269058904,3640.547881,4491.15542,9.245783571,32.3348412,47.25712932,2799.469375,65.17989994,122.9085896,0.198794881,91.97517092,49.74649389,2704.324608,25.61531198,49.98225158,3332.334425,22.79798026,66.59557342,-0.341430018,273.0891519,102.4671621,92.40062049,32.06464295,14.90041216,19.05200221,6.220739868,16.79286259,4.034128321,32.87259676,21.54920132,13.61729899,0.938214447,16.08756212,5.398008938,6.712636742,3.238099232,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.274851547,3666.774978,4458.499216,9.239218802,32.42488206,47.70286656,2801.088693,64.28601852,122.9137302,0.19554389,91.99362341,51.39985486,2705.163775,25.11509999,49.69924408,3332.300483,22.98119621,66.60474607,1.210949232,273.0156794,102.4781864,92.41111258,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.27138248,3634.366021,4451.220647,9.1988261,32.62035933,47.64016432,2800.783618,65.63804829,122.9023263,0.195118452,92.0070619,49.72651592,2705.127862,25.17250837,48.85570245,3332.460992,22.96165527,66.59741206,1.0054832,273.073595,102.4742186,92.42066189,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.272127103,3647.094661,4433.870862,9.213788655,32.40601456,47.8223483,2800.393877,65.41799657,122.8976137,0.19690448,92.01666285,50.68304446,2705.503035,25.0909217,49.08688932,3333.30084,22.90685658,66.61289354,-1.748452566,272.9631031,102.4888464,92.44400945,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.275072182,3653.168466,4448.336791,9.250075663,32.78652784,47.99315285,2800.045898,65.34124876,122.91392,0.199170842,92.04167634,50.36054369,2705.524438,25.21355041,50.74103763,3332.792781,23.08089568,66.6279402,-1.571661518,273.2282596,102.4630761,92.40814415,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,0.010714871,0.574717472,0.186135858,53.76309769,43.98572334
0.272772482,3675.505233,4471.757938,9.294045676,32.11793314,47.43245892,2800.899084,64.00506484,122.8966705,0.199682394,92.05341233,49.17699196,2704.991767,25.24780278,49.35696595,3332.90174,22.89648921,66.61036587,2.382184305,273.0690899,102.4443023,92.35670691,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.276726552,3689.19954,4373.128686,9.26131677,32.43688961,47.64907222,2800.769786,65.54259155,122.9080121,0.195854529,92.03805586,49.74507575,2705.34198,25.38298446,49.60643128,3332.478075,22.91870123,66.62603612,0.724467213,273.127205,102.4624004,92.39105951,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.273439428,3642.312972,4436.615778,9.190658814,32.92582874,47.56725902,2800.590709,64.73359908,122.914064,0.200366922,92.02839687,49.33643142,2705.367297,25.4407703,48.13556963,3333.281642,23.05150407,66.623143,0.667308623,272.8493935,102.4604522,92.25319284,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.274575709,3669.420695,4427.203235,9.31202273,32.49276281,47.39196061,2800.553597,65.43014811,122.905762,0.199902919,92.00625794,47.36338028,2704.818692,25.36619074,50.09794981,3332.207037,22.66257374,66.62971612,-0.013092177,272.942961,102.4640551,92.37644662,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.274281308,3646.496599,4421.399438,9.16709858,32.42790484,47.38408886,2800.57562,65.1939222,122.9108539,0.201232462,91.99893854,51.44194466,2705.38211,25.34189921,48.50568765,3332.62483,22.7373299,66.63537859,0.885902459,273.1469284,102.4462022,92.30665704,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.275473079,3632.312044,4459.718365,9.2309805,32.6335327,47.41672899,2800.876378,65.37461442,122.9117674,0.199780419,92.00026003,50.41417172,2705.192511,25.43699346,49.15449572,3332.138883,22.7785899,66.62212201,1.637755164,273.31024,102.447822,92.34985631,32.10076627,15.05814638,18.84949604,6.259703451,16.93748359,4.069773612,32.81953985,21.83851033,13.36300532,0.913514235,16.55637608,5.407633738,6.685634971,3.264804476,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.276939012,3634.647546,4442.361388,9.194010834,32.49081965,47.23414914,2800.000864,65.32501902,122.8931153,0.200161009,91.97860444,50.57762885,2705.018446,25.30065606,49.37771668,3331.851802,22.78082841,66.62074369,0.08708917,273.1702584,102.4585988,92.19595868,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.27496827,3646.766486,4409.61599,9.236050178,32.30842147,47.66927012,2800.038801,64.19853182,122.8883475,0.200385067,91.9541791,50.58545888,2705.086783,25.2890535,48.59230127,3331.83723,22.99744557,66.62650579,-0.316860043,273.420326,102.4630484,92.18601729,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.277194654,3677.927385,4479.790796,9.228009356,32.43549723,47.7754061,2800.242195,65.01732665,122.9049068,0.202331874,91.96193776,47.72690931,2704.770937,25.34055492,48.87492349,3331.920557,22.94606401,66.61737791,-0.531419574,273.3950769,102.4432381,92.33255709,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.275470089,3622.944292,4432.487486,9.256456703,32.27046038,47.33903586,2800.254487,64.79643568,122.902311,0.202497431,91.94828736,49.52151988,2704.425304,25.25148188,48.63964584,3332.589644,22.69963471,66.62332645,-0.00830785,273.4129178,102.4628702,92.43423128,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.273815232,3638.599912,4466.87543,9.163899396,32.47245445,47.19079345,2799.889631,65.45210646,122.8915878,0.200347633,91.98759709,49.75294958,2704.377338,25.18057297,49.58143191,3332.850094,22.91317011,66.63122671,-2.362861716,273.6030587,102.4507464,92.43710754,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.275324697,3661.049524,4489.626653,9.265259005,32.24537222,47.68776468,2800.491688,65.83193436,122.9014648,0.201177216,91.98878036,50.81004481,2704.931456,25.53417209,49.38231716,3332.209811,22.99896157,66.61257361,0.329833997,273.5762826,102.4820501,92.42154147,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.276147717,3659.568179,4470.520761,9.173817759,32.40670633,47.36399397,2800.591142,64.40923682,122.8870566,0.200260988,92.01216099,50.07886623,2705.089768,25.39513752,49.5811867,3332.315619,22.80715949,66.6425691,-0.744629071,273.2433215,102.4357467,92.32689439,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.272207288,3648.341983,4453.544952,9.269104395,32.07562521,48.14667193,2800.139141,66.01243221,122.9070894,0.202761509,91.97661725,50.61482343,2704.733454,25.36380013,49.77101909,3332.001912,22.77582841,66.6133065,1.585414078,273.6752341,102.4400873,92.40679092,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.274350027,3675.840026,4405.623814,9.154957354,32.34746743,47.53781153,2800.10329,64.23159126,122.9085909,0.206348664,91.98660729,50.49838957,2704.742134,25.38023441,49.57454364,3332.188899,22.93391439,66.6051558,-1.067842291,273.3061864,102.4601788,92.31982608,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.27275435,3621.126855,4461.414268,9.340365207,32.56203101,48.14036181,2800.210899,65.88598101,122.9030673,0.202894048,91.97049444,49.19176033,2704.317866,25.2838338,52.26766543,3332.099546,23.04854949,66.61911765,0.83803053,273.6591821,102.45742,92.33689454,31.87734719,14.81584073,18.68987442,6.012467088,16.43786488,4.083444912,32.55119652,21.83919999,13.22346935,0.848953482,15.75323912,5.405567103,6.57693084,3.212713857,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.271615558,3638.740506,4466.019189,9.251213973,32.28807817,47.38448876,2799.987674,65.06687567,122.8975727,0.203392147,91.9707387,50.15325824,2705.19904,24.96999091,48.89848303,3331.651689,22.88633473,66.62342317,0.700572958,273.8836189,102.4532215,92.40909374,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.275109977,3652.566951,4440.43417,9.214962533,32.55400401,47.79144798,2800.422904,64.73386873,122.9045933,0.204203705,91.95396416,50.48924673,2704.812742,25.32082745,47.52258089,3331.653923,23.06163119,66.60761246,-0.301838606,273.5389966,102.4540535,92.40531364,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.273888637,3656.293783,4475.186866,9.179491424,32.72919672,47.66324784,2800.4745,65.36791609,122.9032469,0.201982597,91.96005241,50.3718754,2704.964877,25.32068568,48.53692616,3331.6821,22.92835302,66.62431172,-1.198566071,273.6414353,102.433134,92.45255832,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.271560419,3621.860064,4478.716273,9.21998603,32.4576007,47.97531176,2800.147417,64.76266368,122.9031487,0.199320576,92.0184579,51.08406822,2704.732994,25.25677126,48.97614845,3332.192847,22.93358579,66.63096299,-0.580369345,273.7062296,102.4433527,92.46077364,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.27644176,3640.394486,4436.211111,9.191058303,32.27025397,47.64397263,2800.923502,64.88243102,122.9083022,0.201001224,92.00530402,48.4225077,2704.730476,25.20462871,49.85088182,3331.689449,22.84699715,66.64559489,0.338760794,273.8465263,102.4391277,92.40243518,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.272408278,3651.274138,4457.633563,9.240858231,32.55924893,47.65148176,2800.191479,64.58101082,122.897116,0.200029628,92.01627112,50.40318903,2704.254543,25.17638981,49.62943621,3331.555082,22.94127247,66.61216681,0.657987965,273.9030363,102.4548426,92.42974643,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.274195591,3666.50193,4480.167528,9.317111741,32.32633643,47.82227699,2800.356406,64.96124543,122.9005033,0.203235975,92.02956785,50.25044568,2705.093428,25.07884712,49.24671327,3332.52296,22.92175482,66.61163241,0.691603663,274.2085018,102.4351028,92.48767389,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.273919711,3655.424545,4483.342539,9.325853133,32.63389802,47.8159185,2801.242885,64.84587,122.9041109,0.204911222,92.0207528,48.50190666,2705.096637,25.31971381,49.3605898,3332.576614,22.89647179,66.61816464,0.232769269,273.7986297,102.423272,92.5185049,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.273891196,3665.622831,4438.811571,9.223709832,32.4218781,47.69731751,2800.728788,65.0315176,122.9038649,0.206560127,92.05412482,50.00250596,2704.921136,25.30676601,47.35222194,3332.1853,22.65383574,66.63435566,0.023071214,274.0264358,102.4392241,92.63664288,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,-0.002017865,0.578254088,0.171922852,53.91094753,44.42961336
0.27350709,3679.404042,4446.748477,9.319755279,32.06640041,47.73828996,2801.059697,65.10992761,122.884101,0.20493764,92.09606279,49.83491448,2705.298955,25.28647767,49.37157968,3332.817544,22.71139375,66.63408534,1.420934185,274.4146176,102.4296014,92.57320589,32.42655988,14.86724734,18.8751005,5.965049092,16.6033687,4.065240915,32.67811034,21.74678266,13.51521902,0.937534094,15.67658665,5.384009857,6.602759332,3.234884519,0.003806226,0.598609488,0.171559549,54.17621501,44.16324237
0.274739147,3660.417821,4417.369286,9.278626697,32.44288447,47.76130009,2801.10342,65.48675605,122.9112005,0.205420462,92.07775578,51.39926063,2705.729853,25.5374519,48.91228125,3332.884375,22.9652179,66.65309583,1.112496599,274.2487172,102.4191389,92.45037788,32.67823432,14.89634953,18.37159006,5.998021544,17.07723426,4.056388858,32.9528891,21.7208277,13.30329415,0.80376229,16.34174096,5.369034659,6.749128308,3.230365514,0.003806226,0.598609488,0.171559549,54.17621501,44.16324237
0.27459786,3658.935393,4417.235017,9.301567043,32.51817552,47.63834245,2800.776495,64.59713939,122.8982258,0.204027605,92.05908727,51.94360856,2705.30628,25.51683029,49.79317743,3332.580805,23.08378373,66.65139144,0.692114051,273.8635523,102.4378026,92.30015701,32.67823432,14.89634953,18.37159006,5.998021544,17.07723426,4.056388858,32.9528891,21.7208277,13.30329415,0.80376229,16.34174096,5.369034659,6.749128308,3.230365514,0.003806226,0.598609488,0.171559549,54.17621501,44.16324237
0.271898218,3652.638897,4467.823098,9.231598405,32.90347447,47.56794835,2799.897144,64.41114926,122.9179264,0.204061719,92.00585385,49.53549851,2704.639066,25.26261845,49.37890968,3332.184578,22.90028718,66.6423098,2.533365854,274.1894228,102.4166323,92.25431883,32.67823432,14.89634953,18.37159006,5.998021544,17.07723426,4.056388858,32.9528891,21.7208277,13.30329415,0.80376229,16.34174096,5.369034659,6.749128308,3.230365514,0.003806226,0.598609488,0.171559549,54.17621501,44.16324237
